Sample name	Superpop. code	Suffix	Sex	Superpop.	Subpop.	Subpop. Code
HG03047	AFR	3047	female	African Ancestry	Gambian Mandinka	GWD
HG03048	AFR	3048	male	African Ancestry	Gambian Mandinka	GWD
HG03049	AFR	3049	female	African Ancestry	Gambian Mandinka	GWD
HG03050	AFR	3050	male	African Ancestry	Gambian Mandinka	GWD
HG03240	AFR	3240	male	African Ancestry	Gambian Mandinka	GWD
HG03241	AFR	3241	female	African Ancestry	Gambian Mandinka	GWD
HG03242	AFR	3242	male	African Ancestry	Gambian Mandinka	GWD
HG03246	AFR	3246	male	African Ancestry	Gambian Mandinka	GWD
HG03247	AFR	3247	female	African Ancestry	Gambian Mandinka	GWD
HG03248	AFR	3248	male	African Ancestry	Gambian Mandinka	GWD
HG03249	AFR	3249	male	African Ancestry	Gambian Mandinka	GWD
HG03250	AFR	3250	female	African Ancestry	Gambian Mandinka	GWD
HG03251	AFR	3251	female	African Ancestry	Gambian Mandinka	GWD
HG03258	AFR	3258	male	African Ancestry	Gambian Mandinka	GWD
HG03259	AFR	3259	female	African Ancestry	Gambian Mandinka	GWD
HG03260	AFR	3260	male	African Ancestry	Gambian Mandinka	GWD
HG03538	AFR	3538	male	African Ancestry	Gambian Mandinka	GWD
HG03539	AFR	3539	female	African Ancestry	Gambian Mandinka	GWD
HG03540	AFR	3540	female	African Ancestry	Gambian Mandinka	GWD
HG02464	AFR	2464	male	"African Ancestry,Africa (SGDP)"	"Gambian Mandinka,Gambian"	GWD
HG02574	AFR	2574	female	"African Ancestry,Africa (SGDP)"	"Gambian Mandinka,Gambian"	GWD
GM20845	SAS	20845	male	South Asian Ancestry	Gujarati	GIH
GM20846	SAS	20846	male	South Asian Ancestry	Gujarati	GIH
GM20847	SAS	20847	female	South Asian Ancestry	Gujarati	GIH
GM20849	SAS	20849	female	South Asian Ancestry	Gujarati	GIH
GM20850	SAS	20850	male	South Asian Ancestry	Gujarati	GIH
GM20851	SAS	20851	female	South Asian Ancestry	Gujarati	GIH
GM20852	SAS	20852	male	South Asian Ancestry	Gujarati	GIH
GM20853	SAS	20853	female	South Asian Ancestry	Gujarati	GIH
GM20854	SAS	20854	female	South Asian Ancestry	Gujarati	GIH
GM20856	SAS	20856	female	South Asian Ancestry	Gujarati	GIH
GM20858	SAS	20858	male	South Asian Ancestry	Gujarati	GIH
GM20859	SAS	20859	female	South Asian Ancestry	Gujarati	GIH
GM20861	SAS	20861	male	South Asian Ancestry	Gujarati	GIH
GM20862	SAS	20862	female	South Asian Ancestry	Gujarati	GIH
GM20863	SAS	20863	male	South Asian Ancestry	Gujarati	GIH
GM20864	SAS	20864	male	South Asian Ancestry	Gujarati	GIH
GM20866	SAS	20866	male	South Asian Ancestry	Gujarati	GIH
GM20867	SAS	20867	male	South Asian Ancestry	Gujarati	GIH
GM20868	SAS	20868	female	South Asian Ancestry	Gujarati	GIH
GM20869	SAS	20869	female	South Asian Ancestry	Gujarati	GIH
GM20870	SAS	20870	male	South Asian Ancestry	Gujarati	GIH
GM20872	SAS	20872	female	South Asian Ancestry	Gujarati	GIH
GM20874	SAS	20874	female	South Asian Ancestry	Gujarati	GIH
GM20875	SAS	20875	female	South Asian Ancestry	Gujarati	GIH
GM20876	SAS	20876	female	South Asian Ancestry	Gujarati	GIH
GM20877	SAS	20877	female	South Asian Ancestry	Gujarati	GIH
GM20878	SAS	20878	female	South Asian Ancestry	Gujarati	GIH
GM20881	SAS	20881	female	South Asian Ancestry	Gujarati	GIH
GM20882	SAS	20882	female	South Asian Ancestry	Gujarati	GIH
GM20884	SAS	20884	male	South Asian Ancestry	Gujarati	GIH
GM20885	SAS	20885	male	South Asian Ancestry	Gujarati	GIH
GM20886	SAS	20886	female	South Asian Ancestry	Gujarati	GIH
GM20887	SAS	20887	male	South Asian Ancestry	Gujarati	GIH
GM20888	SAS	20888	female	South Asian Ancestry	Gujarati	GIH
GM20889	SAS	20889	male	South Asian Ancestry	Gujarati	GIH
GM20890	SAS	20890	male	South Asian Ancestry	Gujarati	GIH
GM20891	SAS	20891	male	South Asian Ancestry	Gujarati	GIH
GM20892	SAS	20892	female	South Asian Ancestry	Gujarati	GIH
GM20894	SAS	20894	female	South Asian Ancestry	Gujarati	GIH
GM20895	SAS	20895	male	South Asian Ancestry	Gujarati	GIH
GM20896	SAS	20896	female	South Asian Ancestry	Gujarati	GIH
GM20897	SAS	20897	male	South Asian Ancestry	Gujarati	GIH
GM20899	SAS	20899	female	South Asian Ancestry	Gujarati	GIH
GM20900	SAS	20900	female	South Asian Ancestry	Gujarati	GIH
GM20901	SAS	20901	male	South Asian Ancestry	Gujarati	GIH
GM20902	SAS	20902	female	South Asian Ancestry	Gujarati	GIH
GM20903	SAS	20903	male	South Asian Ancestry	Gujarati	GIH
GM20904	SAS	20904	male	South Asian Ancestry	Gujarati	GIH
GM20905	SAS	20905	male	South Asian Ancestry	Gujarati	GIH
GM20906	SAS	20906	female	South Asian Ancestry	Gujarati	GIH
GM20908	SAS	20908	female	South Asian Ancestry	Gujarati	GIH
GM20910	SAS	20910	female	South Asian Ancestry	Gujarati	GIH
GM20911	SAS	20911	male	South Asian Ancestry	Gujarati	GIH
GM21086	SAS	21086	female	South Asian Ancestry	Gujarati	GIH
GM21087	SAS	21087	male	South Asian Ancestry	Gujarati	GIH
GM21088	SAS	21088	female	South Asian Ancestry	Gujarati	GIH
GM21089	SAS	21089	female	South Asian Ancestry	Gujarati	GIH
GM21090	SAS	21090	male	South Asian Ancestry	Gujarati	GIH
GM21091	SAS	21091	male	South Asian Ancestry	Gujarati	GIH
GM21092	SAS	21092	male	South Asian Ancestry	Gujarati	GIH
GM21093	SAS	21093	male	South Asian Ancestry	Gujarati	GIH
GM21094	SAS	21094	male	South Asian Ancestry	Gujarati	GIH
GM21095	SAS	21095	male	South Asian Ancestry	Gujarati	GIH
GM21097	SAS	21097	female	South Asian Ancestry	Gujarati	GIH
GM21098	SAS	21098	male	South Asian Ancestry	Gujarati	GIH
GM21099	SAS	21099	male	South Asian Ancestry	Gujarati	GIH
GM21100	SAS	21100	male	South Asian Ancestry	Gujarati	GIH
GM21101	SAS	21101	female	South Asian Ancestry	Gujarati	GIH
GM21102	SAS	21102	female	South Asian Ancestry	Gujarati	GIH
GM21103	SAS	21103	female	South Asian Ancestry	Gujarati	GIH
GM21104	SAS	21104	male	South Asian Ancestry	Gujarati	GIH
GM21105	SAS	21105	male	South Asian Ancestry	Gujarati	GIH
GM21106	SAS	21106	female	South Asian Ancestry	Gujarati	GIH
GM21107	SAS	21107	male	South Asian Ancestry	Gujarati	GIH
GM21108	SAS	21108	female	South Asian Ancestry	Gujarati	GIH
GM21109	SAS	21109	male	South Asian Ancestry	Gujarati	GIH
GM21110	SAS	21110	female	South Asian Ancestry	Gujarati	GIH
GM21111	SAS	21111	male	South Asian Ancestry	Gujarati	GIH
GM21112	SAS	21112	male	South Asian Ancestry	Gujarati	GIH
GM21113	SAS	21113	male	South Asian Ancestry	Gujarati	GIH
GM21114	SAS	21114	male	South Asian Ancestry	Gujarati	GIH
GM21115	SAS	21115	male	South Asian Ancestry	Gujarati	GIH
GM21116	SAS	21116	male	South Asian Ancestry	Gujarati	GIH
GM21117	SAS	21117	male	South Asian Ancestry	Gujarati	GIH
GM21118	SAS	21118	male	South Asian Ancestry	Gujarati	GIH
GM21119	SAS	21119	male	South Asian Ancestry	Gujarati	GIH
GM21120	SAS	21120	female	South Asian Ancestry	Gujarati	GIH
GM21122	SAS	21122	female	South Asian Ancestry	Gujarati	GIH
GM21123	SAS	21123	male	South Asian Ancestry	Gujarati	GIH
GM21124	SAS	21124	male	South Asian Ancestry	Gujarati	GIH
GM21125	SAS	21125	female	South Asian Ancestry	Gujarati	GIH
GM21126	SAS	21126	male	South Asian Ancestry	Gujarati	GIH
GM21127	SAS	21127	male	South Asian Ancestry	Gujarati	GIH
GM21128	SAS	21128	male	South Asian Ancestry	Gujarati	GIH
GM21129	SAS	21129	male	South Asian Ancestry	Gujarati	GIH
GM21130	SAS	21130	male	South Asian Ancestry	Gujarati	GIH
GM21133	SAS	21133	male	South Asian Ancestry	Gujarati	GIH
GM21135	SAS	21135	male	South Asian Ancestry	Gujarati	GIH
GM21137	SAS	21137	female	South Asian Ancestry	Gujarati	GIH
GM21141	SAS	21141	female	South Asian Ancestry	Gujarati	GIH
GM21142	SAS	21142	female	South Asian Ancestry	Gujarati	GIH
GM21143	SAS	21143	female	South Asian Ancestry	Gujarati	GIH
GM21144	SAS	21144	female	South Asian Ancestry	Gujarati	GIH
GM18525	EAS	18525	female	East Asian Ancestry	Han Chinese	CHB
GM18526	EAS	18526	female	East Asian Ancestry	Han Chinese	CHB
GM18528	EAS	18528	female	East Asian Ancestry	Han Chinese	CHB
GM18530	EAS	18530	male	East Asian Ancestry	Han Chinese	CHB
GM18531	EAS	18531	female	East Asian Ancestry	Han Chinese	CHB
GM18532	EAS	18532	female	East Asian Ancestry	Han Chinese	CHB
GM18533	EAS	18533	female	East Asian Ancestry	Han Chinese	CHB
GM18534	EAS	18534	male	East Asian Ancestry	Han Chinese	CHB
GM18535	EAS	18535	female	East Asian Ancestry	Han Chinese	CHB
GM18536	EAS	18536	male	East Asian Ancestry	Han Chinese	CHB
GM18537	EAS	18537	female	East Asian Ancestry	Han Chinese	CHB
GM18538	EAS	18538	female	East Asian Ancestry	Han Chinese	CHB
GM18539	EAS	18539	female	East Asian Ancestry	Han Chinese	CHB
GM18541	EAS	18541	female	East Asian Ancestry	Han Chinese	CHB
GM18542	EAS	18542	female	East Asian Ancestry	Han Chinese	CHB
GM18543	EAS	18543	male	East Asian Ancestry	Han Chinese	CHB
GM18544	EAS	18544	male	East Asian Ancestry	Han Chinese	CHB
GM18545	EAS	18545	female	East Asian Ancestry	Han Chinese	CHB
GM18546	EAS	18546	male	East Asian Ancestry	Han Chinese	CHB
GM18547	EAS	18547	female	East Asian Ancestry	Han Chinese	CHB
GM18548	EAS	18548	male	East Asian Ancestry	Han Chinese	CHB
GM18549	EAS	18549	male	East Asian Ancestry	Han Chinese	CHB
GM18550	EAS	18550	female	East Asian Ancestry	Han Chinese	CHB
GM18552	EAS	18552	female	East Asian Ancestry	Han Chinese	CHB
GM18553	EAS	18553	female	East Asian Ancestry	Han Chinese	CHB
GM18555	EAS	18555	female	East Asian Ancestry	Han Chinese	CHB
GM18557	EAS	18557	male	East Asian Ancestry	Han Chinese	CHB
GM18558	EAS	18558	male	East Asian Ancestry	Han Chinese	CHB
GM18559	EAS	18559	male	East Asian Ancestry	Han Chinese	CHB
GM18560	EAS	18560	female	East Asian Ancestry	Han Chinese	CHB
GM18561	EAS	18561	male	East Asian Ancestry	Han Chinese	CHB
GM18562	EAS	18562	male	East Asian Ancestry	Han Chinese	CHB
GM18563	EAS	18563	male	East Asian Ancestry	Han Chinese	CHB
GM18564	EAS	18564	female	East Asian Ancestry	Han Chinese	CHB
GM18565	EAS	18565	female	East Asian Ancestry	Han Chinese	CHB
GM18566	EAS	18566	female	East Asian Ancestry	Han Chinese	CHB
GM18567	EAS	18567	female	East Asian Ancestry	Han Chinese	CHB
GM18570	EAS	18570	female	East Asian Ancestry	Han Chinese	CHB
GM18571	EAS	18571	female	East Asian Ancestry	Han Chinese	CHB
GM18572	EAS	18572	male	East Asian Ancestry	Han Chinese	CHB
GM18573	EAS	18573	female	East Asian Ancestry	Han Chinese	CHB
GM18574	EAS	18574	female	East Asian Ancestry	Han Chinese	CHB
GM18577	EAS	18577	female	East Asian Ancestry	Han Chinese	CHB
GM18579	EAS	18579	female	East Asian Ancestry	Han Chinese	CHB
GM18582	EAS	18582	female	East Asian Ancestry	Han Chinese	CHB
GM18591	EAS	18591	female	East Asian Ancestry	Han Chinese	CHB
GM18592	EAS	18592	female	East Asian Ancestry	Han Chinese	CHB
GM18593	EAS	18593	female	East Asian Ancestry	Han Chinese	CHB
GM18595	EAS	18595	female	East Asian Ancestry	Han Chinese	CHB
GM18596	EAS	18596	female	East Asian Ancestry	Han Chinese	CHB
GM18597	EAS	18597	female	East Asian Ancestry	Han Chinese	CHB
GM18599	EAS	18599	female	East Asian Ancestry	Han Chinese	CHB
GM18602	EAS	18602	female	East Asian Ancestry	Han Chinese	CHB
GM18603	EAS	18603	male	East Asian Ancestry	Han Chinese	CHB
GM18605	EAS	18605	male	East Asian Ancestry	Han Chinese	CHB
GM18606	EAS	18606	male	East Asian Ancestry	Han Chinese	CHB
GM18608	EAS	18608	male	East Asian Ancestry	Han Chinese	CHB
GM18609	EAS	18609	male	East Asian Ancestry	Han Chinese	CHB
GM18610	EAS	18610	female	East Asian Ancestry	Han Chinese	CHB
GM18611	EAS	18611	male	East Asian Ancestry	Han Chinese	CHB
GM18612	EAS	18612	male	East Asian Ancestry	Han Chinese	CHB
GM18613	EAS	18613	male	East Asian Ancestry	Han Chinese	CHB
GM18614	EAS	18614	female	East Asian Ancestry	Han Chinese	CHB
GM18615	EAS	18615	female	East Asian Ancestry	Han Chinese	CHB
GM18616	EAS	18616	female	East Asian Ancestry	Han Chinese	CHB
GM18617	EAS	18617	female	East Asian Ancestry	Han Chinese	CHB
GM18618	EAS	18618	female	East Asian Ancestry	Han Chinese	CHB
GM18619	EAS	18619	female	East Asian Ancestry	Han Chinese	CHB
GM18620	EAS	18620	male	East Asian Ancestry	Han Chinese	CHB
GM18621	EAS	18621	male	East Asian Ancestry	Han Chinese	CHB
GM18622	EAS	18622	male	East Asian Ancestry	Han Chinese	CHB
GM18623	EAS	18623	male	East Asian Ancestry	Han Chinese	CHB
GM18624	EAS	18624	male	East Asian Ancestry	Han Chinese	CHB
GM18625	EAS	18625	female	East Asian Ancestry	Han Chinese	CHB
GM18626	EAS	18626	female	East Asian Ancestry	Han Chinese	CHB
GM18627	EAS	18627	female	East Asian Ancestry	Han Chinese	CHB
GM18628	EAS	18628	female	East Asian Ancestry	Han Chinese	CHB
GM18629	EAS	18629	male	East Asian Ancestry	Han Chinese	CHB
GM18630	EAS	18630	female	East Asian Ancestry	Han Chinese	CHB
GM18631	EAS	18631	female	East Asian Ancestry	Han Chinese	CHB
GM18632	EAS	18632	male	East Asian Ancestry	Han Chinese	CHB
GM18633	EAS	18633	male	East Asian Ancestry	Han Chinese	CHB
GM18634	EAS	18634	female	East Asian Ancestry	Han Chinese	CHB
GM18635	EAS	18635	male	East Asian Ancestry	Han Chinese	CHB
GM18636	EAS	18636	male	East Asian Ancestry	Han Chinese	CHB
GM18637	EAS	18637	male	East Asian Ancestry	Han Chinese	CHB
GM18638	EAS	18638	male	East Asian Ancestry	Han Chinese	CHB
GM18639	EAS	18639	male	East Asian Ancestry	Han Chinese	CHB
GM18640	EAS	18640	female	East Asian Ancestry	Han Chinese	CHB
GM18641	EAS	18641	female	East Asian Ancestry	Han Chinese	CHB
GM18642	EAS	18642	female	East Asian Ancestry	Han Chinese	CHB
GM18643	EAS	18643	male	East Asian Ancestry	Han Chinese	CHB
GM18644	EAS	18644	female	East Asian Ancestry	Han Chinese	CHB
GM18645	EAS	18645	male	East Asian Ancestry	Han Chinese	CHB
GM18646	EAS	18646	female	East Asian Ancestry	Han Chinese	CHB
GM18647	EAS	18647	male	East Asian Ancestry	Han Chinese	CHB
GM18648	EAS	18648	male	East Asian Ancestry	Han Chinese	CHB
GM18740	EAS	18740	male	East Asian Ancestry	Han Chinese	CHB
GM18745	EAS	18745	male	East Asian Ancestry	Han Chinese	CHB
GM18747	EAS	18747	male	East Asian Ancestry	Han Chinese	CHB
GM18748	EAS	18748	male	East Asian Ancestry	Han Chinese	CHB
GM18749	EAS	18749	male	East Asian Ancestry	Han Chinese	CHB
GM18757	EAS	18757	male	East Asian Ancestry	Han Chinese	CHB
HG01500	EUR	1500	male	European Ancestry	Iberian	IBS
HG01501	EUR	1501	female	European Ancestry	Iberian	IBS
HG01502	EUR	1502	male	European Ancestry	Iberian	IBS
HG01505	EUR	1505	male	European Ancestry	Iberian	IBS
HG01506	EUR	1506	male	European Ancestry	Iberian	IBS
HG01507	EUR	1507	female	European Ancestry	Iberian	IBS
HG01508	EUR	1508	male	European Ancestry	Iberian	IBS
HG01509	EUR	1509	male	European Ancestry	Iberian	IBS
HG01510	EUR	1510	female	European Ancestry	Iberian	IBS
HG01511	EUR	1511	female	European Ancestry	Iberian	IBS
HG01512	EUR	1512	male	European Ancestry	Iberian	IBS
HG01513	EUR	1513	female	European Ancestry	Iberian	IBS
HG01514	EUR	1514	female	European Ancestry	Iberian	IBS
HG01515	EUR	1515	male	European Ancestry	Iberian	IBS
HG01516	EUR	1516	female	European Ancestry	Iberian	IBS
HG01517	EUR	1517	female	European Ancestry	Iberian	IBS
HG01518	EUR	1518	male	European Ancestry	Iberian	IBS
HG01519	EUR	1519	female	European Ancestry	Iberian	IBS
HG01520	EUR	1520	female	European Ancestry	Iberian	IBS
HG01521	EUR	1521	male	European Ancestry	Iberian	IBS
HG01522	EUR	1522	female	European Ancestry	Iberian	IBS
HG01523	EUR	1523	male	European Ancestry	Iberian	IBS
HG01524	EUR	1524	male	European Ancestry	Iberian	IBS
HG01525	EUR	1525	female	European Ancestry	Iberian	IBS
HG01526	EUR	1526	male	European Ancestry	Iberian	IBS
HG01527	EUR	1527	male	European Ancestry	Iberian	IBS
HG01528	EUR	1528	female	European Ancestry	Iberian	IBS
HG01529	EUR	1529	male	European Ancestry	Iberian	IBS
HG01530	EUR	1530	male	European Ancestry	Iberian	IBS
HG01531	EUR	1531	female	European Ancestry	Iberian	IBS
HG01532	EUR	1532	male	European Ancestry	Iberian	IBS
HG01536	EUR	1536	male	European Ancestry	Iberian	IBS
HG01537	EUR	1537	female	European Ancestry	Iberian	IBS
HG01538	EUR	1538	female	European Ancestry	Iberian	IBS
HG01601	EUR	1601	male	European Ancestry	Iberian	IBS
HG01602	EUR	1602	female	European Ancestry	Iberian	IBS
HG01603	EUR	1603	male	European Ancestry	Iberian	IBS
HG01604	EUR	1604	female	European Ancestry	Iberian	IBS
HG01605	EUR	1605	female	European Ancestry	Iberian	IBS
HG01606	EUR	1606	male	European Ancestry	Iberian	IBS
HG01607	EUR	1607	female	European Ancestry	Iberian	IBS
HG01608	EUR	1608	male	European Ancestry	Iberian	IBS
HG01609	EUR	1609	male	European Ancestry	Iberian	IBS
HG01610	EUR	1610	male	European Ancestry	Iberian	IBS
HG01611	EUR	1611	male	European Ancestry	Iberian	IBS
HG01612	EUR	1612	female	European Ancestry	Iberian	IBS
HG01613	EUR	1613	female	European Ancestry	Iberian	IBS
HG01614	EUR	1614	female	European Ancestry	Iberian	IBS
HG01615	EUR	1615	male	European Ancestry	Iberian	IBS
HG01616	EUR	1616	female	European Ancestry	Iberian	IBS
HG01617	EUR	1617	male	European Ancestry	Iberian	IBS
HG01618	EUR	1618	female	European Ancestry	Iberian	IBS
HG01619	EUR	1619	male	European Ancestry	Iberian	IBS
HG01620	EUR	1620	female	European Ancestry	Iberian	IBS
HG01621	EUR	1621	male	European Ancestry	Iberian	IBS
HG01622	EUR	1622	female	European Ancestry	Iberian	IBS
HG01623	EUR	1623	female	European Ancestry	Iberian	IBS
HG01624	EUR	1624	male	European Ancestry	Iberian	IBS
HG01625	EUR	1625	male	European Ancestry	Iberian	IBS
HG01626	EUR	1626	female	European Ancestry	Iberian	IBS
HG01627	EUR	1627	male	European Ancestry	Iberian	IBS
HG01628	EUR	1628	female	European Ancestry	Iberian	IBS
HG01629	EUR	1629	male	European Ancestry	Iberian	IBS
HG01630	EUR	1630	male	European Ancestry	Iberian	IBS
HG01631	EUR	1631	male	European Ancestry	Iberian	IBS
HG01632	EUR	1632	female	European Ancestry	Iberian	IBS
HG01633	EUR	1633	male	European Ancestry	Iberian	IBS
HG01667	EUR	1667	male	European Ancestry	Iberian	IBS
HG01668	EUR	1668	female	European Ancestry	Iberian	IBS
HG01669	EUR	1669	male	European Ancestry	Iberian	IBS
HG01670	EUR	1670	female	European Ancestry	Iberian	IBS
HG01671	EUR	1671	male	European Ancestry	Iberian	IBS
HG01672	EUR	1672	male	European Ancestry	Iberian	IBS
HG01673	EUR	1673	female	European Ancestry	Iberian	IBS
HG01674	EUR	1674	male	European Ancestry	Iberian	IBS
HG01675	EUR	1675	male	European Ancestry	Iberian	IBS
HG01676	EUR	1676	female	European Ancestry	Iberian	IBS
HG01677	EUR	1677	female	European Ancestry	Iberian	IBS
HG01678	EUR	1678	male	European Ancestry	Iberian	IBS
HG01679	EUR	1679	female	European Ancestry	Iberian	IBS
HG01680	EUR	1680	male	European Ancestry	Iberian	IBS
HG01681	EUR	1681	female	European Ancestry	Iberian	IBS
HG01682	EUR	1682	male	European Ancestry	Iberian	IBS
HG01683	EUR	1683	male	European Ancestry	Iberian	IBS
HG01684	EUR	1684	female	European Ancestry	Iberian	IBS
HG01685	EUR	1685	female	European Ancestry	Iberian	IBS
HG01686	EUR	1686	male	European Ancestry	Iberian	IBS
HG01687	EUR	1687	female	European Ancestry	Iberian	IBS
HG01694	EUR	1694	male	European Ancestry	Iberian	IBS
HG01695	EUR	1695	female	European Ancestry	Iberian	IBS
HG01696	EUR	1696	male	European Ancestry	Iberian	IBS
HG01697	EUR	1697	female	European Ancestry	Iberian	IBS
HG01698	EUR	1698	male	European Ancestry	Iberian	IBS
HG01699	EUR	1699	male	European Ancestry	Iberian	IBS
HG01700	EUR	1700	male	European Ancestry	Iberian	IBS
HG01701	EUR	1701	male	European Ancestry	Iberian	IBS
HG01702	EUR	1702	female	European Ancestry	Iberian	IBS
HG01703	EUR	1703	male	European Ancestry	Iberian	IBS
HG01704	EUR	1704	female	European Ancestry	Iberian	IBS
HG01705	EUR	1705	male	European Ancestry	Iberian	IBS
HG01706	EUR	1706	female	European Ancestry	Iberian	IBS
HG01707	EUR	1707	female	European Ancestry	Iberian	IBS
HG01708	EUR	1708	male	European Ancestry	Iberian	IBS
HG01709	EUR	1709	male	European Ancestry	Iberian	IBS
HG01710	EUR	1710	female	European Ancestry	Iberian	IBS
HG01711	EUR	1711	female	European Ancestry	Iberian	IBS
HG01746	EUR	1746	female	European Ancestry	Iberian	IBS
HG01747	EUR	1747	male	European Ancestry	Iberian	IBS
HG01748	EUR	1748	male	European Ancestry	Iberian	IBS
HG01755	EUR	1755	female	European Ancestry	Iberian	IBS
HG01756	EUR	1756	male	European Ancestry	Iberian	IBS
HG01757	EUR	1757	female	European Ancestry	Iberian	IBS
HG01761	EUR	1761	male	European Ancestry	Iberian	IBS
HG01762	EUR	1762	female	European Ancestry	Iberian	IBS
HG01763	EUR	1763	female	European Ancestry	Iberian	IBS
HG01765	EUR	1765	male	European Ancestry	Iberian	IBS
HG01766	EUR	1766	female	European Ancestry	Iberian	IBS
HG01767	EUR	1767	male	European Ancestry	Iberian	IBS
HG01768	EUR	1768	female	European Ancestry	Iberian	IBS
HG01770	EUR	1770	female	European Ancestry	Iberian	IBS
HG01771	EUR	1771	male	European Ancestry	Iberian	IBS
HG01772	EUR	1772	female	European Ancestry	Iberian	IBS
HG01773	EUR	1773	female	European Ancestry	Iberian	IBS
HG01774	EUR	1774	male	European Ancestry	Iberian	IBS
HG01775	EUR	1775	male	European Ancestry	Iberian	IBS
HG01776	EUR	1776	female	European Ancestry	Iberian	IBS
