Sample name	Superpop. code	Suffix	Sex	Superpop.	Subpop.	Subpop. Code
HG02364	EAS	2364	male	East Asian Ancestry	Dai Chinese	CDX
HG02367	EAS	2367	male	East Asian Ancestry	Dai Chinese	CDX
HG02371	EAS	2371	male	East Asian Ancestry	Dai Chinese	CDX
HG02373	EAS	2373	male	East Asian Ancestry	Dai Chinese	CDX
HG02374	EAS	2374	male	East Asian Ancestry	Dai Chinese	CDX
HG02375	EAS	2375	male	East Asian Ancestry	Dai Chinese	CDX
HG02379	EAS	2379	male	East Asian Ancestry	Dai Chinese	CDX
HG02380	EAS	2380	male	East Asian Ancestry	Dai Chinese	CDX
HG02382	EAS	2382	male	East Asian Ancestry	Dai Chinese	CDX
HG02383	EAS	2383	male	East Asian Ancestry	Dai Chinese	CDX
HG02384	EAS	2384	male	East Asian Ancestry	Dai Chinese	CDX
HG02385	EAS	2385	male	East Asian Ancestry	Dai Chinese	CDX
HG02386	EAS	2386	male	East Asian Ancestry	Dai Chinese	CDX
HG02389	EAS	2389	male	East Asian Ancestry	Dai Chinese	CDX
HG02390	EAS	2390	male	East Asian Ancestry	Dai Chinese	CDX
HG02391	EAS	2391	male	East Asian Ancestry	Dai Chinese	CDX
HG02392	EAS	2392	male	East Asian Ancestry	Dai Chinese	CDX
HG02394	EAS	2394	male	East Asian Ancestry	Dai Chinese	CDX
HG02395	EAS	2395	male	East Asian Ancestry	Dai Chinese	CDX
HG02396	EAS	2396	male	East Asian Ancestry	Dai Chinese	CDX
HG02397	EAS	2397	male	East Asian Ancestry	Dai Chinese	CDX
HG02398	EAS	2398	male	East Asian Ancestry	Dai Chinese	CDX
HG02399	EAS	2399	male	East Asian Ancestry	Dai Chinese	CDX
HG02401	EAS	2401	male	East Asian Ancestry	Dai Chinese	CDX
HG02402	EAS	2402	male	East Asian Ancestry	Dai Chinese	CDX
HG02406	EAS	2406	male	East Asian Ancestry	Dai Chinese	CDX
HG02407	EAS	2407	male	East Asian Ancestry	Dai Chinese	CDX
HG02408	EAS	2408	male	East Asian Ancestry	Dai Chinese	CDX
HG02409	EAS	2409	male	East Asian Ancestry	Dai Chinese	CDX
HG02410	EAS	2410	male	East Asian Ancestry	Dai Chinese	CDX
HG02922	AFR	2922	female	African Ancestry	Esan	ESN
HG02923	AFR	2923	male	African Ancestry	Esan	ESN
HG02924	AFR	2924	male	African Ancestry	Esan	ESN
HG02938	AFR	2938	male	African Ancestry	Esan	ESN
HG02941	AFR	2941	male	African Ancestry	Esan	ESN
HG02944	AFR	2944	male	African Ancestry	Esan	ESN
HG02945	AFR	2945	female	African Ancestry	Esan	ESN
HG02946	AFR	2946	female	African Ancestry	Esan	ESN
HG02947	AFR	2947	male	African Ancestry	Esan	ESN
HG02948	AFR	2948	male	African Ancestry	Esan	ESN
HG02952	AFR	2952	female	African Ancestry	Esan	ESN
HG02953	AFR	2953	male	African Ancestry	Esan	ESN
HG02954	AFR	2954	male	African Ancestry	Esan	ESN
HG02964	AFR	2964	female	African Ancestry	Esan	ESN
HG02965	AFR	2965	male	African Ancestry	Esan	ESN
HG02966	AFR	2966	male	African Ancestry	Esan	ESN
HG02968	AFR	2968	male	African Ancestry	Esan	ESN
HG02970	AFR	2970	female	African Ancestry	Esan	ESN
HG02971	AFR	2971	male	African Ancestry	Esan	ESN
HG02972	AFR	2972	male	African Ancestry	Esan	ESN
HG02973	AFR	2973	male	African Ancestry	Esan	ESN
HG02974	AFR	2974	female	African Ancestry	Esan	ESN
HG02975	AFR	2975	male	African Ancestry	Esan	ESN
HG02976	AFR	2976	female	African Ancestry	Esan	ESN
HG02977	AFR	2977	male	African Ancestry	Esan	ESN
HG02978	AFR	2978	female	African Ancestry	Esan	ESN
HG02979	AFR	2979	female	African Ancestry	Esan	ESN
HG02980	AFR	2980	male	African Ancestry	Esan	ESN
HG02981	AFR	2981	male	African Ancestry	Esan	ESN
HG03099	AFR	3099	female	African Ancestry	Esan	ESN
HG03101	AFR	3101	male	African Ancestry	Esan	ESN
HG03103	AFR	3103	male	African Ancestry	Esan	ESN
HG03105	AFR	3105	female	African Ancestry	Esan	ESN
HG03108	AFR	3108	female	African Ancestry	Esan	ESN
HG03109	AFR	3109	male	African Ancestry	Esan	ESN
HG03110	AFR	3110	female	African Ancestry	Esan	ESN
HG03111	AFR	3111	female	African Ancestry	Esan	ESN
HG03112	AFR	3112	male	African Ancestry	Esan	ESN
HG03113	AFR	3113	female	African Ancestry	Esan	ESN
HG03114	AFR	3114	female	African Ancestry	Esan	ESN
HG03115	AFR	3115	male	African Ancestry	Esan	ESN
HG03116	AFR	3116	female	African Ancestry	Esan	ESN
HG03117	AFR	3117	female	African Ancestry	Esan	ESN
HG03118	AFR	3118	male	African Ancestry	Esan	ESN
HG03119	AFR	3119	female	African Ancestry	Esan	ESN
HG03120	AFR	3120	male	African Ancestry	Esan	ESN
HG03121	AFR	3121	female	African Ancestry	Esan	ESN
HG03122	AFR	3122	male	African Ancestry	Esan	ESN
HG03123	AFR	3123	female	African Ancestry	Esan	ESN
HG03124	AFR	3124	male	African Ancestry	Esan	ESN
HG03125	AFR	3125	female	African Ancestry	Esan	ESN
HG03126	AFR	3126	female	African Ancestry	Esan	ESN
HG03127	AFR	3127	male	African Ancestry	Esan	ESN
HG03128	AFR	3128	male	African Ancestry	Esan	ESN
HG03129	AFR	3129	female	African Ancestry	Esan	ESN
HG03130	AFR	3130	male	African Ancestry	Esan	ESN
HG03131	AFR	3131	male	African Ancestry	Esan	ESN
HG03132	AFR	3132	female	African Ancestry	Esan	ESN
HG03133	AFR	3133	male	African Ancestry	Esan	ESN
HG03134	AFR	3134	male	African Ancestry	Esan	ESN
HG03135	AFR	3135	female	African Ancestry	Esan	ESN
HG03136	AFR	3136	male	African Ancestry	Esan	ESN
HG03137	AFR	3137	male	African Ancestry	Esan	ESN
HG03139	AFR	3139	male	African Ancestry	Esan	ESN
HG03157	AFR	3157	male	African Ancestry	Esan	ESN
HG03159	AFR	3159	female	African Ancestry	Esan	ESN
HG03160	AFR	3160	male	African Ancestry	Esan	ESN
HG03161	AFR	3161	male	African Ancestry	Esan	ESN
HG03162	AFR	3162	female	African Ancestry	Esan	ESN
HG03163	AFR	3163	male	African Ancestry	Esan	ESN
HG03164	AFR	3164	female	African Ancestry	Esan	ESN
HG03166	AFR	3166	male	African Ancestry	Esan	ESN
HG03168	AFR	3168	female	African Ancestry	Esan	ESN
HG03169	AFR	3169	male	African Ancestry	Esan	ESN
HG03170	AFR	3170	male	African Ancestry	Esan	ESN
HG03171	AFR	3171	female	African Ancestry	Esan	ESN
HG03172	AFR	3172	male	African Ancestry	Esan	ESN
HG03175	AFR	3175	male	African Ancestry	Esan	ESN
HG03176	AFR	3176	male	African Ancestry	Esan	ESN
HG03189	AFR	3189	female	African Ancestry	Esan	ESN
HG03190	AFR	3190	male	African Ancestry	Esan	ESN
HG03191	AFR	3191	male	African Ancestry	Esan	ESN
HG03193	AFR	3193	male	African Ancestry	Esan	ESN
HG03195	AFR	3195	female	African Ancestry	Esan	ESN
HG03196	AFR	3196	male	African Ancestry	Esan	ESN
HG03197	AFR	3197	male	African Ancestry	Esan	ESN
HG03198	AFR	3198	female	African Ancestry	Esan	ESN
HG03199	AFR	3199	male	African Ancestry	Esan	ESN
HG03200	AFR	3200	female	African Ancestry	Esan	ESN
HG03202	AFR	3202	male	African Ancestry	Esan	ESN
HG03265	AFR	3265	male	African Ancestry	Esan	ESN
HG03267	AFR	3267	female	African Ancestry	Esan	ESN
HG03268	AFR	3268	male	African Ancestry	Esan	ESN
HG03269	AFR	3269	male	African Ancestry	Esan	ESN
HG03270	AFR	3270	female	African Ancestry	Esan	ESN
HG03271	AFR	3271	male	African Ancestry	Esan	ESN
HG03272	AFR	3272	female	African Ancestry	Esan	ESN
HG03279	AFR	3279	female	African Ancestry	Esan	ESN
HG03280	AFR	3280	male	African Ancestry	Esan	ESN
HG03291	AFR	3291	female	African Ancestry	Esan	ESN
HG03294	AFR	3294	female	African Ancestry	Esan	ESN
HG03295	AFR	3295	male	African Ancestry	Esan	ESN
HG03296	AFR	3296	male	African Ancestry	Esan	ESN
HG03297	AFR	3297	female	African Ancestry	Esan	ESN
HG03298	AFR	3298	male	African Ancestry	Esan	ESN
HG03299	AFR	3299	male	African Ancestry	Esan	ESN
HG03300	AFR	3300	female	African Ancestry	Esan	ESN
HG03301	AFR	3301	male	African Ancestry	Esan	ESN
HG03302	AFR	3302	male	African Ancestry	Esan	ESN
HG03303	AFR	3303	female	African Ancestry	Esan	ESN
HG03304	AFR	3304	male	African Ancestry	Esan	ESN
HG03305	AFR	3305	female	African Ancestry	Esan	ESN
HG03306	AFR	3306	female	African Ancestry	Esan	ESN
HG03307	AFR	3307	male	African Ancestry	Esan	ESN
HG03308	AFR	3308	male	African Ancestry	Esan	ESN
HG03309	AFR	3309	female	African Ancestry	Esan	ESN
HG03310	AFR	3310	female	African Ancestry	Esan	ESN
HG03311	AFR	3311	male	African Ancestry	Esan	ESN
HG03312	AFR	3312	female	African Ancestry	Esan	ESN
HG03313	AFR	3313	male	African Ancestry	Esan	ESN
HG03314	AFR	3314	male	African Ancestry	Esan	ESN
HG03342	AFR	3342	female	African Ancestry	Esan	ESN
HG03343	AFR	3343	male	African Ancestry	Esan	ESN
HG03344	AFR	3344	male	African Ancestry	Esan	ESN
HG03350	AFR	3350	male	African Ancestry	Esan	ESN
HG03351	AFR	3351	female	African Ancestry	Esan	ESN
HG03352	AFR	3352	male	African Ancestry	Esan	ESN
HG03354	AFR	3354	female	African Ancestry	Esan	ESN
HG03363	AFR	3363	female	African Ancestry	Esan	ESN
HG03366	AFR	3366	female	African Ancestry	Esan	ESN
HG03367	AFR	3367	male	African Ancestry	Esan	ESN
HG03368	AFR	3368	male	African Ancestry	Esan	ESN
HG03369	AFR	3369	female	African Ancestry	Esan	ESN
HG03370	AFR	3370	male	African Ancestry	Esan	ESN
HG03371	AFR	3371	male	African Ancestry	Esan	ESN
HG03372	AFR	3372	female	African Ancestry	Esan	ESN
HG03373	AFR	3373	male	African Ancestry	Esan	ESN
HG03374	AFR	3374	female	African Ancestry	Esan	ESN
HG03493	AFR	3493	female	African Ancestry	Esan	ESN
HG03499	AFR	3499	female	African Ancestry	Esan	ESN
HG03511	AFR	3511	female	African Ancestry	Esan	ESN
HG03514	AFR	3514	female	African Ancestry	Esan	ESN
HG03515	AFR	3515	male	African Ancestry	Esan	ESN
HG03516	AFR	3516	female	African Ancestry	Esan	ESN
HG03517	AFR	3517	female	African Ancestry	Esan	ESN
HG03518	AFR	3518	male	African Ancestry	Esan	ESN
HG03519	AFR	3519	male	African Ancestry	Esan	ESN
HG03520	AFR	3520	female	African Ancestry	Esan	ESN
HG03521	AFR	3521	male	African Ancestry	Esan	ESN
HG03522	AFR	3522	female	African Ancestry	Esan	ESN
HG02943	AFR	2943	female	"African Ancestry,Africa (SGDP)"	"Esan,Esan"	ESN
HG03100	AFR	3100	male	"African Ancestry,Africa (SGDP)"	"Esan,Esan"	ESN
HG00171	EUR	171	female	European Ancestry	Finnish	FIN
HG00173	EUR	173	female	European Ancestry	Finnish	FIN
HG00176	EUR	176	female	European Ancestry	Finnish	FIN
HG00177	EUR	177	female	European Ancestry	Finnish	FIN
HG00178	EUR	178	female	European Ancestry	Finnish	FIN
HG00179	EUR	179	female	European Ancestry	Finnish	FIN
HG00180	EUR	180	female	European Ancestry	Finnish	FIN
HG00181	EUR	181	male	European Ancestry	Finnish	FIN
HG00182	EUR	182	male	European Ancestry	Finnish	FIN
HG00183	EUR	183	male	European Ancestry	Finnish	FIN
HG00185	EUR	185	male	European Ancestry	Finnish	FIN
HG00186	EUR	186	male	European Ancestry	Finnish	FIN
HG00187	EUR	187	male	European Ancestry	Finnish	FIN
HG00188	EUR	188	male	European Ancestry	Finnish	FIN
HG00189	EUR	189	male	European Ancestry	Finnish	FIN
HG00266	EUR	266	female	European Ancestry	Finnish	FIN
HG00267	EUR	267	male	European Ancestry	Finnish	FIN
HG00268	EUR	268	female	European Ancestry	Finnish	FIN
HG00269	EUR	269	female	European Ancestry	Finnish	FIN
HG00271	EUR	271	male	European Ancestry	Finnish	FIN
HG00272	EUR	272	female	European Ancestry	Finnish	FIN
HG00273	EUR	273	male	European Ancestry	Finnish	FIN
HG00274	EUR	274	female	European Ancestry	Finnish	FIN
HG00275	EUR	275	female	European Ancestry	Finnish	FIN
HG00276	EUR	276	female	European Ancestry	Finnish	FIN
HG00277	EUR	277	male	European Ancestry	Finnish	FIN
HG00278	EUR	278	male	European Ancestry	Finnish	FIN
HG00280	EUR	280	male	European Ancestry	Finnish	FIN
HG00281	EUR	281	female	European Ancestry	Finnish	FIN
HG00282	EUR	282	female	European Ancestry	Finnish	FIN
HG00284	EUR	284	male	European Ancestry	Finnish	FIN
HG00285	EUR	285	female	European Ancestry	Finnish	FIN
HG00288	EUR	288	female	European Ancestry	Finnish	FIN
HG00290	EUR	290	male	European Ancestry	Finnish	FIN
HG00304	EUR	304	female	European Ancestry	Finnish	FIN
HG00306	EUR	306	female	European Ancestry	Finnish	FIN
HG00308	EUR	308	male	European Ancestry	Finnish	FIN
HG00309	EUR	309	female	European Ancestry	Finnish	FIN
HG00310	EUR	310	male	European Ancestry	Finnish	FIN
HG00311	EUR	311	male	European Ancestry	Finnish	FIN
HG00313	EUR	313	female	European Ancestry	Finnish	FIN
HG00315	EUR	315	female	European Ancestry	Finnish	FIN
HG00318	EUR	318	female	European Ancestry	Finnish	FIN
HG00319	EUR	319	female	European Ancestry	Finnish	FIN
HG00320	EUR	320	female	European Ancestry	Finnish	FIN
HG00321	EUR	321	male	European Ancestry	Finnish	FIN
HG00323	EUR	323	female	European Ancestry	Finnish	FIN
HG00324	EUR	324	female	European Ancestry	Finnish	FIN
HG00325	EUR	325	male	European Ancestry	Finnish	FIN
HG00326	EUR	326	female	European Ancestry	Finnish	FIN
HG00327	EUR	327	female	European Ancestry	Finnish	FIN
HG00328	EUR	328	female	European Ancestry	Finnish	FIN
HG00329	EUR	329	male	European Ancestry	Finnish	FIN
HG00330	EUR	330	female	European Ancestry	Finnish	FIN
HG00331	EUR	331	female	European Ancestry	Finnish	FIN
HG00332	EUR	332	female	European Ancestry	Finnish	FIN
HG00334	EUR	334	female	European Ancestry	Finnish	FIN
HG00335	EUR	335	male	European Ancestry	Finnish	FIN
HG00336	EUR	336	male	European Ancestry	Finnish	FIN
HG00337	EUR	337	female	European Ancestry	Finnish	FIN
HG00338	EUR	338	male	European Ancestry	Finnish	FIN
HG00339	EUR	339	female	European Ancestry	Finnish	FIN
HG00341	EUR	341	male	European Ancestry	Finnish	FIN
HG00342	EUR	342	male	European Ancestry	Finnish	FIN
HG00343	EUR	343	female	European Ancestry	Finnish	FIN
HG00344	EUR	344	female	European Ancestry	Finnish	FIN
HG00345	EUR	345	male	European Ancestry	Finnish	FIN
HG00346	EUR	346	female	European Ancestry	Finnish	FIN
HG00349	EUR	349	female	European Ancestry	Finnish	FIN
HG00350	EUR	350	female	European Ancestry	Finnish	FIN
HG00351	EUR	351	male	European Ancestry	Finnish	FIN
HG00353	EUR	353	female	European Ancestry	Finnish	FIN
HG00355	EUR	355	female	European Ancestry	Finnish	FIN
HG00356	EUR	356	female	European Ancestry	Finnish	FIN
HG00357	EUR	357	female	European Ancestry	Finnish	FIN
HG00358	EUR	358	male	European Ancestry	Finnish	FIN
HG00361	EUR	361	female	European Ancestry	Finnish	FIN
HG00362	EUR	362	female	European Ancestry	Finnish	FIN
HG00364	EUR	364	female	European Ancestry	Finnish	FIN
HG00365	EUR	365	female	European Ancestry	Finnish	FIN
HG00366	EUR	366	male	European Ancestry	Finnish	FIN
HG00367	EUR	367	female	European Ancestry	Finnish	FIN
HG00368	EUR	368	female	European Ancestry	Finnish	FIN
HG00369	EUR	369	male	European Ancestry	Finnish	FIN
HG00371	EUR	371	male	European Ancestry	Finnish	FIN
HG00372	EUR	372	male	European Ancestry	Finnish	FIN
HG00373	EUR	373	female	European Ancestry	Finnish	FIN
HG00375	EUR	375	male	European Ancestry	Finnish	FIN
HG00376	EUR	376	female	European Ancestry	Finnish	FIN
HG00378	EUR	378	female	European Ancestry	Finnish	FIN
HG00379	EUR	379	female	European Ancestry	Finnish	FIN
HG00380	EUR	380	female	European Ancestry	Finnish	FIN
HG00381	EUR	381	female	European Ancestry	Finnish	FIN
HG00382	EUR	382	male	European Ancestry	Finnish	FIN
HG00383	EUR	383	female	European Ancestry	Finnish	FIN
HG00384	EUR	384	female	European Ancestry	Finnish	FIN
HG00174	EUR	174	female	"European Ancestry,West Eurasia (SGDP)"	"Finnish,Finnish"	FIN
HG00190	EUR	190	male	"European Ancestry,West Eurasia (SGDP)"	"Finnish,Finnish"	FIN
HG00360	EUR	360	male	"European Ancestry,West Eurasia (SGDP)"	"Finnish,Finnish"	FIN
HG02461	AFR	2461	male	African Ancestry	Gambian Mandinka	GWD
HG02462	AFR	2462	female	African Ancestry	Gambian Mandinka	GWD
HG02463	AFR	2463	male	African Ancestry	Gambian Mandinka	GWD
HG02465	AFR	2465	female	African Ancestry	Gambian Mandinka	GWD
HG02466	AFR	2466	male	African Ancestry	Gambian Mandinka	GWD
HG02561	AFR	2561	male	African Ancestry	Gambian Mandinka	GWD
HG02562	AFR	2562	female	African Ancestry	Gambian Mandinka	GWD
HG02563	AFR	2563	male	African Ancestry	Gambian Mandinka	GWD
HG02568	AFR	2568	female	African Ancestry	Gambian Mandinka	GWD
HG02569	AFR	2569	male	African Ancestry	Gambian Mandinka	GWD
HG02570	AFR	2570	male	African Ancestry	Gambian Mandinka	GWD
HG02571	AFR	2571	female	African Ancestry	Gambian Mandinka	GWD
HG02572	AFR	2572	male	African Ancestry	Gambian Mandinka	GWD
HG02573	AFR	2573	male	African Ancestry	Gambian Mandinka	GWD
HG02575	AFR	2575	male	African Ancestry	Gambian Mandinka	GWD
HG02582	AFR	2582	male	African Ancestry	Gambian Mandinka	GWD
HG02583	AFR	2583	female	African Ancestry	Gambian Mandinka	GWD
HG02584	AFR	2584	male	African Ancestry	Gambian Mandinka	GWD
HG02585	AFR	2585	male	African Ancestry	Gambian Mandinka	GWD
HG02586	AFR	2586	female	African Ancestry	Gambian Mandinka	GWD
HG02587	AFR	2587	female	African Ancestry	Gambian Mandinka	GWD
HG02588	AFR	2588	male	African Ancestry	Gambian Mandinka	GWD
HG02589	AFR	2589	female	African Ancestry	Gambian Mandinka	GWD
HG02590	AFR	2590	male	African Ancestry	Gambian Mandinka	GWD
HG02594	AFR	2594	male	African Ancestry	Gambian Mandinka	GWD
HG02595	AFR	2595	female	African Ancestry	Gambian Mandinka	GWD
HG02596	AFR	2596	male	African Ancestry	Gambian Mandinka	GWD
HG02610	AFR	2610	male	African Ancestry	Gambian Mandinka	GWD
HG02611	AFR	2611	female	African Ancestry	Gambian Mandinka	GWD
HG02612	AFR	2612	male	African Ancestry	Gambian Mandinka	GWD
HG02613	AFR	2613	male	African Ancestry	Gambian Mandinka	GWD
HG02614	AFR	2614	female	African Ancestry	Gambian Mandinka	GWD
HG02615	AFR	2615	female	African Ancestry	Gambian Mandinka	GWD
HG02620	AFR	2620	male	African Ancestry	Gambian Mandinka	GWD
HG02621	AFR	2621	female	African Ancestry	Gambian Mandinka	GWD
HG02622	AFR	2622	female	African Ancestry	Gambian Mandinka	GWD
HG02623	AFR	2623	male	African Ancestry	Gambian Mandinka	GWD
HG02624	AFR	2624	female	African Ancestry	Gambian Mandinka	GWD
HG02625	AFR	2625	male	African Ancestry	Gambian Mandinka	GWD
HG02628	AFR	2628	male	African Ancestry	Gambian Mandinka	GWD
HG02629	AFR	2629	female	African Ancestry	Gambian Mandinka	GWD
HG02630	AFR	2630	female	African Ancestry	Gambian Mandinka	GWD
HG02634	AFR	2634	male	African Ancestry	Gambian Mandinka	GWD
HG02635	AFR	2635	female	African Ancestry	Gambian Mandinka	GWD
HG02636	AFR	2636	male	African Ancestry	Gambian Mandinka	GWD
HG02642	AFR	2642	male	African Ancestry	Gambian Mandinka	GWD
HG02643	AFR	2643	female	African Ancestry	Gambian Mandinka	GWD
HG02644	AFR	2644	male	African Ancestry	Gambian Mandinka	GWD
HG02645	AFR	2645	male	African Ancestry	Gambian Mandinka	GWD
HG02646	AFR	2646	female	African Ancestry	Gambian Mandinka	GWD
HG02647	AFR	2647	male	African Ancestry	Gambian Mandinka	GWD
HG02666	AFR	2666	male	African Ancestry	Gambian Mandinka	GWD
HG02667	AFR	2667	female	African Ancestry	Gambian Mandinka	GWD
HG02668	AFR	2668	male	African Ancestry	Gambian Mandinka	GWD
HG02675	AFR	2675	male	African Ancestry	Gambian Mandinka	GWD
HG02676	AFR	2676	female	African Ancestry	Gambian Mandinka	GWD
HG02677	AFR	2677	female	African Ancestry	Gambian Mandinka	GWD
HG02678	AFR	2678	male	African Ancestry	Gambian Mandinka	GWD
HG02679	AFR	2679	female	African Ancestry	Gambian Mandinka	GWD
HG02680	AFR	2680	female	African Ancestry	Gambian Mandinka	GWD
HG02702	AFR	2702	male	African Ancestry	Gambian Mandinka	GWD
HG02703	AFR	2703	female	African Ancestry	Gambian Mandinka	GWD
HG02704	AFR	2704	female	African Ancestry	Gambian Mandinka	GWD
HG02715	AFR	2715	male	African Ancestry	Gambian Mandinka	GWD
HG02716	AFR	2716	female	African Ancestry	Gambian Mandinka	GWD
HG02717	AFR	2717	male	African Ancestry	Gambian Mandinka	GWD
HG02721	AFR	2721	male	African Ancestry	Gambian Mandinka	GWD
HG02722	AFR	2722	female	African Ancestry	Gambian Mandinka	GWD
HG02723	AFR	2723	female	African Ancestry	Gambian Mandinka	GWD
HG02756	AFR	2756	male	African Ancestry	Gambian Mandinka	GWD
HG02757	AFR	2757	female	African Ancestry	Gambian Mandinka	GWD
HG02759	AFR	2759	male	African Ancestry	Gambian Mandinka	GWD
HG02760	AFR	2760	female	African Ancestry	Gambian Mandinka	GWD
HG02761	AFR	2761	female	African Ancestry	Gambian Mandinka	GWD
HG02762	AFR	2762	male	African Ancestry	Gambian Mandinka	GWD
HG02763	AFR	2763	female	African Ancestry	Gambian Mandinka	GWD
HG02764	AFR	2764	male	African Ancestry	Gambian Mandinka	GWD
HG02768	AFR	2768	male	African Ancestry	Gambian Mandinka	GWD
HG02769	AFR	2769	female	African Ancestry	Gambian Mandinka	GWD
HG02770	AFR	2770	female	African Ancestry	Gambian Mandinka	GWD
HG02771	AFR	2771	male	African Ancestry	Gambian Mandinka	GWD
HG02772	AFR	2772	female	African Ancestry	Gambian Mandinka	GWD
HG02773	AFR	2773	male	African Ancestry	Gambian Mandinka	GWD
HG02798	AFR	2798	male	African Ancestry	Gambian Mandinka	GWD
HG02799	AFR	2799	female	African Ancestry	Gambian Mandinka	GWD
HG02800	AFR	2800	male	African Ancestry	Gambian Mandinka	GWD
HG02804	AFR	2804	male	African Ancestry	Gambian Mandinka	GWD
HG02805	AFR	2805	female	African Ancestry	Gambian Mandinka	GWD
HG02806	AFR	2806	female	African Ancestry	Gambian Mandinka	GWD
HG02807	AFR	2807	male	African Ancestry	Gambian Mandinka	GWD
HG02808	AFR	2808	female	African Ancestry	Gambian Mandinka	GWD
HG02809	AFR	2809	female	African Ancestry	Gambian Mandinka	GWD
HG02810	AFR	2810	male	African Ancestry	Gambian Mandinka	GWD
HG02811	AFR	2811	female	African Ancestry	Gambian Mandinka	GWD
HG02812	AFR	2812	male	African Ancestry	Gambian Mandinka	GWD
HG02813	AFR	2813	male	African Ancestry	Gambian Mandinka	GWD
HG02814	AFR	2814	female	African Ancestry	Gambian Mandinka	GWD
HG02815	AFR	2815	male	African Ancestry	Gambian Mandinka	GWD
HG02816	AFR	2816	male	African Ancestry	Gambian Mandinka	GWD
HG02817	AFR	2817	female	African Ancestry	Gambian Mandinka	GWD
HG02818	AFR	2818	female	African Ancestry	Gambian Mandinka	GWD
HG02819	AFR	2819	male	African Ancestry	Gambian Mandinka	GWD
HG02820	AFR	2820	female	African Ancestry	Gambian Mandinka	GWD
HG02821	AFR	2821	male	African Ancestry	Gambian Mandinka	GWD
HG02836	AFR	2836	male	African Ancestry	Gambian Mandinka	GWD
HG02837	AFR	2837	female	African Ancestry	Gambian Mandinka	GWD
HG02838	AFR	2838	male	African Ancestry	Gambian Mandinka	GWD
HG02839	AFR	2839	male	African Ancestry	Gambian Mandinka	GWD
HG02840	AFR	2840	female	African Ancestry	Gambian Mandinka	GWD
HG02841	AFR	2841	female	African Ancestry	Gambian Mandinka	GWD
HG02851	AFR	2851	male	African Ancestry	Gambian Mandinka	GWD
HG02852	AFR	2852	female	African Ancestry	Gambian Mandinka	GWD
HG02853	AFR	2853	male	African Ancestry	Gambian Mandinka	GWD
HG02854	AFR	2854	male	African Ancestry	Gambian Mandinka	GWD
HG02855	AFR	2855	female	African Ancestry	Gambian Mandinka	GWD
HG02856	AFR	2856	male	African Ancestry	Gambian Mandinka	GWD
HG02860	AFR	2860	male	African Ancestry	Gambian Mandinka	GWD
HG02861	AFR	2861	female	African Ancestry	Gambian Mandinka	GWD
HG02862	AFR	2862	female	African Ancestry	Gambian Mandinka	GWD
HG02869	AFR	2869	male	African Ancestry	Gambian Mandinka	GWD
HG02870	AFR	2870	female	African Ancestry	Gambian Mandinka	GWD
HG02871	AFR	2871	female	African Ancestry	Gambian Mandinka	GWD
HG02878	AFR	2878	male	African Ancestry	Gambian Mandinka	GWD
HG02879	AFR	2879	female	African Ancestry	Gambian Mandinka	GWD
HG02880	AFR	2880	female	African Ancestry	Gambian Mandinka	GWD
HG02881	AFR	2881	male	African Ancestry	Gambian Mandinka	GWD
HG02882	AFR	2882	female	African Ancestry	Gambian Mandinka	GWD
HG02883	AFR	2883	male	African Ancestry	Gambian Mandinka	GWD
HG02884	AFR	2884	male	African Ancestry	Gambian Mandinka	GWD
HG02885	AFR	2885	female	African Ancestry	Gambian Mandinka	GWD
HG02886	AFR	2886	female	African Ancestry	Gambian Mandinka	GWD
HG02887	AFR	2887	male	African Ancestry	Gambian Mandinka	GWD
HG02888	AFR	2888	female	African Ancestry	Gambian Mandinka	GWD
HG02889	AFR	2889	female	African Ancestry	Gambian Mandinka	GWD
HG02890	AFR	2890	male	African Ancestry	Gambian Mandinka	GWD
HG02891	AFR	2891	female	African Ancestry	Gambian Mandinka	GWD
HG02892	AFR	2892	male	African Ancestry	Gambian Mandinka	GWD
HG02895	AFR	2895	male	African Ancestry	Gambian Mandinka	GWD
HG02896	AFR	2896	female	African Ancestry	Gambian Mandinka	GWD
HG02897	AFR	2897	female	African Ancestry	Gambian Mandinka	GWD
HG02982	AFR	2982	male	African Ancestry	Gambian Mandinka	GWD
HG02983	AFR	2983	female	African Ancestry	Gambian Mandinka	GWD
HG02984	AFR	2984	male	African Ancestry	Gambian Mandinka	GWD
HG03024	AFR	3024	male	African Ancestry	Gambian Mandinka	GWD
HG03025	AFR	3025	female	African Ancestry	Gambian Mandinka	GWD
HG03026	AFR	3026	female	African Ancestry	Gambian Mandinka	GWD
HG03027	AFR	3027	male	African Ancestry	Gambian Mandinka	GWD
HG03028	AFR	3028	female	African Ancestry	Gambian Mandinka	GWD
HG03029	AFR	3029	male	African Ancestry	Gambian Mandinka	GWD
HG03033	AFR	3033	male	African Ancestry	Gambian Mandinka	GWD
HG03034	AFR	3034	female	African Ancestry	Gambian Mandinka	GWD
HG03035	AFR	3035	male	African Ancestry	Gambian Mandinka	GWD
HG03039	AFR	3039	male	African Ancestry	Gambian Mandinka	GWD
HG03040	AFR	3040	female	African Ancestry	Gambian Mandinka	GWD
HG03041	AFR	3041	female	African Ancestry	Gambian Mandinka	GWD
HG03045	AFR	3045	male	African Ancestry	Gambian Mandinka	GWD
HG03046	AFR	3046	female	African Ancestry	Gambian Mandinka	GWD
